ID,Name,Reinforce Type ID,Physical Attack,Magic Attack,Fire Attack,Lightning Attack,Holy Attack,Stamina Attack,Str Scaling,Dex Scaling,Int Scaling,Fai Scaling,Arc Scaling,Physical Guard,Magic Guard,Fire Guard,Lightning Guard,Holy Guard,Guard Boost,Resistance Guard,Upgrade Price,Effect 1,Effect 1 Type,Effect 2,Effect 2 Type,Attack Element Correct ID,Infusable,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Weapon Type,Physical Damage Type,Caption,Weight,Attack Power (Critical),2H Str Bonus,Base Poise Attack,Sort Group Type,Sort Group ID,Sort ID
7121000,Poison Mantis Blade,1000,107,0,0,0,0,47,34,45,0,0,30,44,33,33,33,33,27,11,260,-1,None,106000,Poison,10013,Yes,25,10,12,0,0,0,Curved Sword,Slash,,4,100,Yes,5,1,70,1607009
7121100,Blood Mantis Blade,1100,107,0,0,0,0,47,34,45,0,0,30,44,33,33,33,33,27,11,260,105000,Blood,-1,None,10013,Yes,25,10,12,0,0,0,Curved Sword,Slash,,4,100,Yes,5,1,70,1607010
7121200,Occult Mantis Blade,1200,107,0,0,0,0,47,14,19,0,0,71,44,33,33,33,33,27,11,260,-1,None,-1,None,10013,Yes,25,10,12,0,0,0,Curved Sword,Slash,,4,100,Yes,5,1,70,1607012
7140000,Scimitar,0,106,0,0,0,0,45,25,57,0,0,0,40,30,30,30,30,25,10,210,-1,None,-1,None,10000,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600000
7140100,Heavy Scimitar,100,101,0,0,0,0,45,47,0,0,0,0,40,30,30,30,30,25,10,210,-1,None,-1,None,10000,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600001
7140200,Keen Scimitar,5000,101,0,0,0,0,45,12,63,0,0,0,40,30,30,30,30,25,10,210,-1,None,-1,None,10000,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600002
7140300,Quality Scimitar,300,101,0,0,0,0,45,55,55,0,0,0,40,30,30,30,30,25,10,210,-1,None,-1,None,10000,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600003
7140400,Fire Scimitar,400,101,0,101,0,0,45,34,16,0,0,0,40,30,30,30,30,25,10,210,-1,None,-1,None,10005,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600005
7140500,Flame Art Scimitar,500,101,0,101,0,0,45,7,17,0,35,0,40,30,30,30,30,25,10,210,-1,None,-1,None,10000,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600006
7140600,Lightning Scimitar,600,101,0,0,101,0,45,16,34,0,0,0,40,30,30,30,30,25,10,210,-1,None,-1,None,10000,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600007
7140700,Sacred Scimitar,700,101,0,0,0,101,45,7,17,0,35,0,40,30,30,30,30,25,10,210,-1,None,-1,None,10000,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600008
7140800,Magic Scimitar,800,101,101,0,0,0,45,5,11,41,0,0,40,30,30,30,30,25,10,210,-1,None,-1,None,10000,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600004
7140900,Cold Scimitar,900,101,81,0,0,0,45,22,51,32,0,0,40,30,30,30,30,25,10,210,-1,None,107500,Frost,10000,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600011
7141000,Poison Scimitar,1000,101,0,0,0,0,45,23,54,0,0,30,40,30,30,30,30,25,10,210,-1,None,106000,Poison,10013,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600009
7141100,Bloody Scimitar,1100,101,0,0,0,0,45,23,54,0,0,30,40,30,30,30,30,25,10,210,105000,Blood,-1,None,10013,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600010
7141200,Occult Scimitar,1200,101,0,0,0,0,45,10,22,0,0,69,40,30,30,30,30,25,10,210,-1,None,-1,None,10013,Yes,25,7,13,0,0,0,Curved Sword,Slash,,3,100,Yes,5,1,70,1600012
7150000,Grossmesser,0,115,0,0,0,0,49,47,36,0,0,0,46,34,34,34,34,28,11,290,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603000
7150100,Heavy Grossmesser,100,110,0,0,0,0,49,48,0,0,0,0,46,34,34,34,34,28,11,290,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603001
7150200,Keen Grossmesser,200,110,0,0,0,0,49,16,43,0,0,0,46,34,34,34,34,28,11,290,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603002
7150300,Quality Grossmesser,300,110,0,0,0,0,49,56,56,0,0,0,46,34,34,34,34,28,11,290,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603003
7150400,Fire Grossmesser,400,110,0,110,0,0,49,34,16,0,0,0,46,34,34,34,34,28,11,290,-1,None,-1,None,10005,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603005
7150500,Flame Art Grossmesser,500,110,0,110,0,0,49,14,10,0,37,0,46,34,34,34,34,28,11,290,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603006
7150600,Lightning Grossmesser,600,110,0,0,110,0,49,16,34,0,0,0,46,34,34,34,34,28,11,290,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603007
7150700,Sacred Grossmesser,700,110,0,0,0,110,49,14,10,0,37,0,46,34,34,34,34,28,11,290,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603008
7150800,Magic Grossmesser,800,110,110,0,0,0,49,9,7,41,0,0,46,34,34,34,34,28,11,290,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603004
7150900,Cold Grossmesser,900,110,88,0,0,0,49,42,32,39,0,0,46,34,34,34,34,28,11,290,-1,None,107500,Frost,10000,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603011
7151000,Poison Grossmesser,1000,110,0,0,0,0,49,44,34,0,0,30,46,34,34,34,34,28,11,290,-1,None,106000,Poison,10013,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603009
7151100,Blood Grossmesser,1100,110,0,0,0,0,49,44,34,0,0,30,46,34,34,34,34,28,11,290,105000,Blood,-1,None,10013,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603010
7151200,Occult Grossmesser,1200,110,0,0,0,0,49,18,14,0,0,70,46,34,34,34,34,28,11,290,-1,None,-1,None,10013,Yes,25,14,12,0,0,0,Curved Sword,Slash,,4.5,100,Yes,5,1,70,1603012
8010000,Onyx Lord's Greatsword,2200,118,76,0,0,0,64,50,10,50,0,0,57,42,29,29,29,44,21,650,-1,None,-1,None,10000,No,10,20,16,16,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1705000
8020000,Dismounter,0,138,0,0,0,0,61,47,37,0,0,0,65,35,35,35,35,42,20,570,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700000
8020100,Heavy Dismounter,100,132,0,0,0,0,61,47,0,0,0,0,65,35,35,35,35,42,20,570,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700001
8020200,Keen Dismounter,200,132,0,0,0,0,61,16,46,0,0,0,65,35,35,35,35,42,20,570,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700002
8020300,Quality Dismounter,300,132,0,0,0,0,61,57,57,0,0,0,65,35,35,35,35,42,20,570,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700003
8020400,Fire Dismounter,400,132,0,132,0,0,61,35,16,0,0,0,65,35,35,35,35,42,20,570,-1,None,-1,None,10005,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700005
8020500,Flame Art Dismounter,500,132,0,132,0,0,61,9,7,0,42,0,65,35,35,35,35,42,20,570,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700006
8020600,Lightning Dismounter,600,132,0,0,132,0,61,16,35,0,0,0,65,35,35,35,35,42,20,570,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700007
8020700,Sacred Dismounter,700,132,0,0,0,132,61,9,7,0,42,0,65,35,35,35,35,42,20,570,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700008
8020800,Magic Dismounter,800,132,132,0,0,0,61,14,11,42,0,0,65,35,35,35,35,42,20,570,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700004
8020900,Cold Dismounter,900,132,106,0,0,0,61,42,33,33,0,0,65,35,35,35,35,42,20,570,-1,None,107600,Frost,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700011
8021000,Poison Dismounter,1000,132,0,0,0,0,61,44,35,0,0,30,65,35,35,35,35,42,20,570,-1,None,106100,Poison,10013,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700009
8021100,Blood Dismounter,1100,132,0,0,0,0,61,44,35,0,0,30,65,35,35,35,35,42,20,570,105100,Blood,-1,None,10013,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700010
8021200,Occult Dismounter,1200,132,0,0,0,0,61,18,14,0,0,71,65,35,35,35,35,42,20,570,-1,None,-1,None,10013,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,10,100,Yes,5.5,1,80,1700012
8030000,Bloodhound's Fang,2200,141,0,0,0,0,61,41,60,0,0,0,68,36,36,36,36,44,21,640,6402,Blood,-1,None,10000,No,10,18,17,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1704000
8040000,Magma Wyrm's Scalesword,2200,114,0,74,0,0,70,60,25,0,55,0,66,33,48,33,33,50,24,830,-1,None,-1,None,10000,No,10,24,15,0,18,0,Curved Greatsword,Slash,,15,100,Yes,5.5,1,80,1707000
8050000,Zamor Curved Sword,2200,125,0,0,0,0,64,40,50,0,0,0,61,33,33,33,33,39,19,540,-1,None,6702,Frost,10000,No,10,16,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1706000
8060000,Omen Cleaver,0,142,0,0,0,0,64,44,43,0,0,0,68,36,36,36,36,44,21,650,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701000
8060100,Heavy Omen Cleaver,100,136,0,0,0,0,64,48,0,0,0,0,68,36,36,36,36,44,21,650,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701001
8060200,Keen Omen Cleaver,200,136,0,0,0,0,64,17,43,0,0,0,68,36,36,36,36,44,21,650,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701002
8060300,Quality Omen Cleaver,300,136,0,0,0,0,64,56,56,0,0,0,68,36,36,36,36,44,21,650,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701003
8060400,Fire Omen Cleaver,400,136,0,136,0,0,64,38,17,0,0,0,68,36,36,36,36,44,21,650,-1,None,-1,None,10005,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701005
8060500,Flame Art Omen Cleaver,500,136,0,136,0,0,64,8,8,0,44,0,68,36,36,36,36,44,21,650,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701006
8060600,Lightning Omen Cleaver,600,136,0,0,136,0,64,17,38,0,0,0,68,36,36,36,36,44,21,650,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701007
8060700,Sacred Omen Cleaver,700,136,0,0,0,136,64,8,8,0,44,0,68,36,36,36,36,44,21,650,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701008
8060800,Magic Omen Cleaver,800,136,136,0,0,0,64,13,12,43,0,0,68,36,36,36,36,44,21,650,-1,None,-1,None,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701004
8060900,Cold Omen Cleaver,900,136,109,0,0,0,64,39,38,34,0,0,68,36,36,36,36,44,21,650,-1,None,107600,Frost,10000,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701011
8061000,Poison Omen Cleaver,1000,136,0,0,0,0,64,41,40,0,0,30,68,36,36,36,36,44,21,650,-1,None,106100,Poison,10013,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701009
8061100,Blood Omen Cleaver,1100,136,0,0,0,0,64,41,40,0,0,30,68,36,36,36,36,44,21,650,105100,Blood,-1,None,10013,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701010
8061200,Occult Omen Cleaver,1200,136,0,0,0,0,64,17,17,0,0,73,68,36,36,36,36,44,21,650,-1,None,-1,None,10013,Yes,25,19,16,0,0,0,Curved Greatsword,Slash,,11.5,100,Yes,5.5,1,80,1701012
8070000,Monk's Flameblade,0,134,0,0,0,0,61,37,52,0,0,0,61,33,33,33,33,39,19,530,-1,None,-1,None,10000,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702000
8070100,Monk's Heavy Flameblade,100,128,0,0,0,0,61,48,0,0,0,0,61,33,33,33,33,39,19,530,-1,None,-1,None,10000,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702001
8070200,Monk's Keen Flameblade,200,128,0,0,0,0,61,17,47,0,0,0,61,33,33,33,33,39,19,530,-1,None,-1,None,10000,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702002
8070300,Monk's Quality Flameblade,300,128,0,0,0,0,61,58,58,0,0,0,61,33,33,33,33,39,19,530,-1,None,-1,None,10000,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702003
8070400,Monk's Fire Flameblade,400,128,0,128,0,0,61,39,17,0,0,0,61,33,33,33,33,39,19,530,-1,None,-1,None,10005,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702005
8070500,Monk's Flame Art Flameblade,500,128,0,128,0,0,61,7,10,0,45,0,61,33,33,33,33,39,19,530,-1,None,-1,None,10000,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702006
8070600,Monk's Lightning Flameblade,600,128,0,0,128,0,61,17,39,0,0,0,61,33,33,33,33,39,19,530,-1,None,-1,None,10000,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702007
8070700,Monk's Sacred Flameblade,700,128,0,0,0,128,61,7,10,0,45,0,61,33,33,33,33,39,19,530,-1,None,-1,None,10000,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702008
8070800,Monk's Magic Flameblade,800,128,128,0,0,0,61,11,15,44,0,0,61,33,33,33,33,39,19,530,-1,None,-1,None,10000,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702004
8070900,Monk's Cold Flameblade,900,128,102,0,0,0,61,33,46,40,0,0,61,33,33,33,33,39,19,530,-1,None,107600,Frost,10000,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702011
8071000,Monk's Poison Flameblade,1000,128,0,0,0,0,61,35,49,0,0,30,61,33,33,33,33,39,19,530,-1,None,106100,Poison,10013,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702009
8071100,Monk's Blood Flameblade,1100,128,0,0,0,0,61,35,49,0,0,30,61,33,33,33,33,39,19,530,105100,Blood,-1,None,10013,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702010
8071200,Monk's Occult Flameblade,1200,128,0,0,0,0,61,14,20,0,0,75,61,33,33,33,33,39,19,530,-1,None,-1,None,10013,Yes,25,18,18,0,0,0,Curved Greatsword,Slash,,9,100,Yes,5.5,1,80,1702012
8080000,Beastman's Cleaver,0,143,0,0,0,0,82,76,0,0,0,0,81,43,43,43,43,52,25,670,-1,None,-1,None,10000,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703000
8080100,Beastman's Heavy Cleaver,6000,137,0,0,0,0,82,66,0,0,0,0,81,43,43,43,43,52,25,670,-1,None,-1,None,10000,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703001
8080200,Beastman's Keen Cleaver,200,137,0,0,0,0,82,15,47,0,0,0,81,43,43,43,43,52,25,670,-1,None,-1,None,10000,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703002
8080300,Beastman's Quality Cleaver,300,137,0,0,0,0,82,57,57,0,0,0,81,43,43,43,43,52,25,670,-1,None,-1,None,10000,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703003
8080400,Beastman's Fire Cleaver,400,137,0,137,0,0,82,40,15,0,0,0,81,43,43,43,43,52,25,670,-1,None,-1,None,10005,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703005
8080500,Beastman's Flame Art Cleaver,500,137,0,137,0,0,82,26,0,0,38,0,81,43,43,43,43,52,25,670,-1,None,-1,None,10000,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703006
8080600,Beastman's Lightning Cleaver,600,137,0,0,137,0,82,15,40,0,0,0,81,43,43,43,43,52,25,670,-1,None,-1,None,10000,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703007
8080700,Beastman's Sacred Cleaver,700,137,0,0,0,137,82,26,0,0,38,0,81,43,43,43,43,52,25,670,-1,None,-1,None,10000,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703008
8080800,Beastman's Magic Cleaver,800,137,137,0,0,0,82,30,0,41,0,0,81,43,43,43,43,52,25,670,-1,None,-1,None,10000,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703004
8080900,Beastman's Cold Cleaver,900,137,110,0,0,0,82,68,0,30,0,0,81,43,43,43,43,52,25,670,-1,None,107600,Frost,10000,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703011
8081000,Beastman's Poison Cleaver,1000,137,0,0,0,0,82,72,0,0,0,30,81,43,43,43,43,52,25,670,-1,None,106100,Poison,10013,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703009
8081100,Beastman's Blood Cleaver,1100,137,0,0,0,0,82,72,0,0,0,30,81,43,43,43,43,52,25,670,105100,Blood,-1,None,10013,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703010
8081200,Beastman's Occult Cleaver,1200,137,0,0,0,0,82,30,0,0,0,64,81,43,43,43,43,52,25,670,-1,None,-1,None,10013,Yes,25,25,14,0,0,0,Curved Greatsword,Slash,,16.5,100,Yes,5.5,1,80,1703012
8100000,Morgott's Cursed Sword,2200,120,0,0,0,0,48,15,60,0,0,30,55,29,29,29,29,35,17,400,6412,Blood,-1,None,10013,No,10,14,35,0,0,17,Curved Greatsword,Slash,,7.5,110,Yes,5.5,1,80,1708000
9000000,Uchigatana,0,115,0,0,0,0,45,36,55,0,0,0,45,30,30,30,30,30,15,310,6400,Blood,-1,None,10000,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800000
9000100,Heavy Uchigatana,100,110,0,0,0,0,45,51,0,0,0,0,45,30,30,30,30,30,15,310,6400,Blood,-1,None,10000,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800001
9000200,Keen Uchigatana,200,110,0,0,0,0,45,9,51,0,0,0,45,30,30,30,30,30,15,310,6400,Blood,-1,None,10000,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800002
9000300,Quality Uchigatana,300,110,0,0,0,0,45,59,59,0,0,0,45,30,30,30,30,30,15,310,6400,Blood,-1,None,10000,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800003
9000400,Fire Uchigatana,400,110,0,110,0,0,45,40,9,0,0,0,45,30,30,30,30,30,15,310,6400,Blood,-1,None,10005,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800005
9000500,Flame Art Uchigatana,500,110,0,110,0,0,45,7,11,0,47,0,45,30,30,30,30,30,15,310,6400,Blood,-1,None,10000,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800006
9000600,Lightning Uchigatana,600,110,0,0,110,0,45,9,40,0,0,0,45,30,30,30,30,30,15,310,6400,Blood,-1,None,10000,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800007
9000700,Sacred Uchigatana,700,110,0,0,0,110,45,7,11,0,47,0,45,30,30,30,30,30,15,310,6400,Blood,-1,None,10000,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800008
9000800,Magic Uchigatana,800,110,110,0,0,0,45,5,8,48,0,0,45,30,30,30,30,30,15,310,6400,Blood,-1,None,10000,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800004
9000900,Cold Uchigatana,900,110,88,0,0,0,45,32,49,40,0,0,45,30,30,30,30,30,15,310,6406,Blood,107500,Frost,10000,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800011
9001000,Poison Uchigatana,1000,110,0,0,0,0,45,32,49,0,0,30,45,30,30,30,30,30,15,310,6406,Blood,106000,Poison,10013,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800009
9001100,Blood Uchigatana,1100,110,0,0,0,0,45,32,49,0,0,30,45,30,30,30,30,30,15,310,105050,Blood,-1,None,10013,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800010
9001200,Occult Uchigatana,1200,110,0,0,0,0,45,14,22,0,0,77,45,30,30,30,30,30,15,310,6406,Blood,-1,None,10013,Yes,25,11,15,0,0,0,Katana,Slash/Pierce,,5.5,100,Yes,5,1,90,1800012
9010000,Nagakiba,0,115,0,0,0,0,45,27,60,0,0,0,49,33,33,33,33,33,16,380,6400,Blood,-1,None,10000,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801000
9010100,Heavy Nagakiba,100,110,0,0,0,0,45,49,0,0,0,0,49,33,33,33,33,33,16,380,6400,Blood,-1,None,10000,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801001
9010200,Keen Nagakiba,5000,110,0,0,0,0,45,8,64,0,0,0,49,33,33,33,33,33,16,380,6400,Blood,-1,None,10000,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801002
9010300,Quality Nagakiba,300,110,0,0,0,0,45,56,56,0,0,0,49,33,33,33,33,33,16,380,6400,Blood,-1,None,10000,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801003
9010400,Fire Nagakiba,400,110,0,110,0,0,45,37,8,0,0,0,49,33,33,33,33,33,16,380,6400,Blood,-1,None,10005,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801005
9010500,Flame Art Nagakiba,500,110,0,110,0,0,45,5,12,0,44,0,49,33,33,33,33,33,16,380,6400,Blood,-1,None,10000,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801006
9010600,Lightning Nagakiba,600,110,0,0,110,0,45,8,37,0,0,0,49,33,33,33,33,33,16,380,6400,Blood,-1,None,10000,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801007
9010700,Sacred Nagakiba,700,110,0,0,0,110,45,5,12,0,44,0,49,33,33,33,33,33,16,380,6400,Blood,-1,None,10000,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801008
9010800,Magic Nagakiba,800,110,110,0,0,0,45,4,9,45,0,0,49,33,33,33,33,33,16,380,6400,Blood,-1,None,10000,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801004
9010900,Cold Nagakiba,900,110,88,0,0,0,45,24,54,34,0,0,49,33,33,33,33,33,16,380,6406,Blood,107500,Frost,10000,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801011
9011000,Poison Nagakiba,1000,110,0,0,0,0,45,24,54,0,0,30,49,33,33,33,33,33,16,380,6406,Blood,106000,Poison,10013,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801009
9011100,Blood Nagakiba,1100,110,0,0,0,0,45,24,54,0,0,30,49,33,33,33,33,33,16,380,105050,Blood,-1,None,10013,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801010
9011200,Occult Nagakiba,1200,110,0,0,0,0,45,10,24,0,0,73,49,33,33,33,33,33,16,380,6406,Blood,-1,None,10013,Yes,25,18,22,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1801012
9020000,Hand of Malenia,2200,117,0,0,0,0,45,5,75,0,0,0,49,33,33,33,33,33,16,380,6401,Blood,-1,None,10000,No,10,16,48,0,0,0,Katana,Slash/Pierce,,7,100,Yes,5,1,90,1807000
9030000,Meteoric Ore Blade,2200,112,72,0,0,0,52,45,17,36,0,0,50,45,31,31,31,33,16,320,6401,Blood,-1,None,10000,No,10,15,14,18,0,0,Katana,Slash/Pierce,,7.5,100,Yes,5,1,90,1803000
9040000,Rivers of Blood,2200,76,0,76,0,0,45,10,50,0,0,33,36,26,52,26,26,31,15,360,6401,Blood,-1,None,10100,No,10,12,18,0,0,20,Katana,Slash/Pierce,,6.5,100,Yes,5,1,90,1805000
